nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo
SAMUEL JESUS,pedro-henriquefogaca@uol.com.br,,10/11/1942,R$ 199.8,208,sim
Bryan Monteiro,pietrasilva@ig.com.br,,1945/07/10,R$ 218.6,,não
Pedro Miguel Lopes,luiz-gustavovieira@dias.br,31,1981/06/20,573.18,932,yes
Isabelly Lopes,isadora57@jesus.com,,1986-07-08,"109,80",184-J,no
STEPHANY MOREIRA,email_invalido@.com,,1972/06/27,"473,80",null,
Leonardo Barros,email_invalido@.com,59,31-02-2023,R$ 56.69,,true
Luiz Felipe Vieira,cmoura@ig.com.br,,19/12/1978,R$ 720.57,859-Q,sim
alana lima,lopespedro-lucas@silveira.com,,19/04/1975,"868,97",,yes
agatha pires,danilo33@campos.net,,1951/05/14,R$ 453.96,null,
Catarina Duarte,snunes@yahoo.com.br,39,1980/07/06,"795,60",116,0
LUIZA MENDES,lauranogueira@uol.com.br,,31-02-2023,"173,19",null,
Noah Sales,email_invalido@.com,,1993-05-11,832.27,543-F,não
GUSTAVO HENRIQUE CARDOSO,caroline69@hotmail.com,,11/06/1965,"405,73",null,false
igor cardoso,wporto@hotmail.com,,1996-03-21,547.1,203,yes
BRYAN PEREIRA,asilva@oliveira.com,40,1985-12-04,R$ 326.76,919-T,0
Maria Luiza Viana,luiz-otavio63@duarte.org,36,31-02-2023,R$ 946.61,,false
LÍVIA NUNES,miguel78@gmail.com,27,2018-05-01,"177,8",863-D,true
Sr. Danilo Peixoto,ninabarbosa@fogaca.com,,2022-01-27,R$ 309.65,609-R,0
Anthony Caldeira,benicio63@bol.com.br,,31-02-2023,"130,47",null,não
Brenda Nascimento,benicio07@vieira.br,,16/03/1949,8009.45,null,false
ALANA SANTOS,murilo99@bol.com.br,,31-02-2023,R$ 611.51,,false
DR. NATHAN SALES,maria-vitoria91@hotmail.com,59,18/03/1949,"805,43",480-J,
Sr. Noah Da Luz,emanuellanogueira@da.com,,1971-05-14,3529.35,659,0
SR. LUIZ FERNANDO PEREIRA,cardosoana@mendes.net,41,31-02-2023,8698.15,977,
vitória moreira,wsales@bol.com.br,,1944/05/19,"851,32",526-B,no
yasmin nunes,ada-cunha@gmail.com,20,31-02-2023,"115,83",288-F,true
Maria Eduarda Caldeira,email_invalido@.com,,05/11/1987,"666,46",701,true
JOAQUIM NOVAES,carlos-eduardo62@gmail.com,,1965/06/27,5732.71,802,yes
MARIA FERNANDA AZEVEDO,elisateixeira@uol.com.br,35,2004-02-09,"738,65",null,não
DAVI LUCCA SILVEIRA,rochagabriel@bol.com.br,,31-02-2023,"615,74",null,yes
ana da rosa,raquel03@nunes.com,,1989-11-29,R$ 81.68,549-E,true
Isabel Novaes,castrorodrigo@bol.com.br,,31-02-2023,"765,29",,yes
Kamilly Ferreira,email_invalido@.com,,1959/06/30,R$ 640.96,335-D,0
LUIZ OTÁVIO DA CONCEIÇÃO,email_invalido@.com,18,1992-10-02,9515.56,500,0
marcos vinicius silva,elisa33@novaes.com,47,1965/02/01,"164,65",,false
Fernando Lima,tcardoso@uol.com.br,,10/10/2006,"226,1",339-P,yes
Vinicius Rocha,erickmoreira@uol.com.br,,1991-07-31,"969,46",147-Z,no
Joaquim Rocha,sabrinagomes@silva.org,,28/08/1978,R$ 420.1,115,não
laís peixoto,aduarte@santos.org,18,18/12/1964,R$ 121.64,741-X,no
Fernando Nogueira,email_invalido@.com,26,1994/08/09,R$ 785.33,497,não
renan barbosa,xda-mata@hotmail.com,,16/12/1972,961.58,625-C,sim
Sra. Luana Campos,moraesmilena@nunes.net,45,2017-02-04,R$ 895.36,,0
sr. kaique cunha,xda-mata@monteiro.org,59,31-02-2023,R$ 191.44,427,não
Calebe Lima,daniela64@silva.org,,1991-01-23,R$ 652.5,353-W,yes
melissa nogueira,vsilveira@sales.com,,2021-03-12,"34,73",854,não
Giovanna Aragão,fogacaemanuel@bol.com.br,,2014-08-11,6178.5,,no
Erick Nascimento,araujolucca@yahoo.com.br,43,1954/08/30,"535,3",955-K,yes
Luigi Ribeiro,vfernandes@cardoso.br,,31-02-2023,R$ 745.86,,true
Maria Julia Da Luz,mendesmaite@novaes.org,,03/02/1977,1218.94,363-P,sim
Raquel Costa,diasnicolas@ribeiro.com,,2007-08-15,R$ 793.9,null,sim
yasmin campos,alexia41@uol.com.br,,04/10/1997,2655.3,386-G,sim
Davi Martins,castromurilo@gmail.com,,31-02-2023,"753,79",459,não
Lucca Da Conceição,monteirorafaela@novaes.br,,31-02-2023,R$ 576.77,,no
Sr. Thiago Costa,nicoleviana@almeida.br,,31-02-2023,7419.84,470-A,sim
Maria Cecília Jesus,ana-laura95@yahoo.com.br,,24/01/1971,"609,91",765-G,no
THOMAS VIEIRA,email_invalido@.com,37,1998-05-22,"299,79",998-T,yes
SRA. JULIANA COSTELA,email_invalido@.com,41,18/12/1986,"982,86",643-W,0
RODRIGO VIEIRA,carvalhoalana@almeida.br,,2002-04-26,2793.47,null,0
MAYSA AZEVEDO,bda-paz@hotmail.com,,1946/10/30,9774.15,877-A,não
Samuel Araújo,nicolas01@gmail.com,29,31-02-2023,"828,86",null,não
Marcelo Ferreira,maria91@bol.com.br,45,1977-03-13,"11,48",521,yes
Bernardo Moreira,amandapires@melo.org,24,31-02-2023,R$ 931.75,306-C,
Luana Da Rosa,mariana40@souza.br,,31-02-2023,"750,99",,true
ALICE DA MATA,fernandesyago@gmail.com,,31/07/2004,R$ 582.72,null,sim
Luna Carvalho,teixeirajoana@alves.com,,31-02-2023,6931.5,null,sim
SRTA. AMANDA SANTOS,peixotoana-sophia@yahoo.com.br,,31-02-2023,R$ 919.37,373,no
ANA VITÓRIA VIANA,almeidabruno@souza.br,,1954/07/06,8506.91,null,não
Sra. Esther Araújo,mrocha@ig.com.br,,1951/10/12,R$ 154.5,null,no
Sra. Pietra Dias,icunha@da.net,65,28/04/1942,"408,94",null,
srta. brenda carvalho,alexia27@bol.com.br,66,23/12/1944,"965,72",388,sim
Luiz Gustavo Almeida,email_invalido@.com,56,31-02-2023,7367.5,515-T,yes
Sra. Juliana Novaes,uribeiro@castro.br,,1996/08/22,"894,41",,0
Ana Lívia Ramos,email_invalido@.com,,1984-02-04,"598,52",,1
LAÍS FREITAS,email_invalido@.com,,2010-03-12,R$ 490.91,693-N,false
PIETRO GOMES,manuelafernandes@hotmail.com,,2006-08-09,9806.7,,0
Isabella Moura,daniel18@hotmail.com,,1982/06/15,"436,4",null,
NATHAN DIAS,fnascimento@hotmail.com,20,1994-01-06,R$ 847.6,280-N,no
CAUÃ NUNES,maria-julia58@gmail.com,,1991/09/09,812.92,,true
Bryan Peixoto,lopesdavi@gmail.com,,1973/08/07,"841,55",null,1
Laís Porto,duarteana-luiza@teixeira.com,18,02/11/1993,R$ 360.0,103,não
dr. daniel azevedo,umartins@gomes.br,64,07/12/1945,"992,56",719,
ana laura silveira,bernardoporto@hotmail.com,67,2005-06-25,7179.46,null,sim
júlia lopes,da-rosagustavo@hotmail.com,59,1967/05/12,R$ 582.44,,true
Levi Nunes,maria-luizavieira@da.com,,22/02/1991,"886,80",,não
dr. vicente cardoso,osilveira@gmail.com,66,06/03/1964,"302,43",,false
sr. joão pedro duarte,isaacda-cruz@gmail.com,,14/08/1993,R$ 936.7,951-F,no
João Lucas Peixoto,email_invalido@.com,31,1986-07-20,6606.85,531-A,sim
JULIANA VIEIRA,eribeiro@gmail.com,36,11/09/2005,R$ 52.94,,1
Dr. Alexandre Rodrigues,pireslavinia@costa.org,,1983-04-24,R$ 427.56,null,sim
Ana Carolina Araújo,isabella40@hotmail.com,46,31-02-2023,3911.1,,no
DRA. LORENA ALMEIDA,npires@hotmail.com,69,1973-05-19,3907.19,,1
Arthur Peixoto,joaodas-neves@yahoo.com.br,47,18/02/1964,R$ 429.11,,true
Alexia Aragão,cardosocecilia@uol.com.br,55,1991-02-05,"867,67",968,não
stephany sales,isabellajesus@yahoo.com.br,49,14/05/1943,"364,12",979,true
clara duarte,maria-sophiafogaca@yahoo.com.br,,07/06/1952,9074.78,240-K,não
Enzo Gabriel Aragão,noahviana@bol.com.br,,16/05/1934,248.5,null,
benjamin da conceição,wcardoso@hotmail.com,,1986-06-24,R$ 277.73,null,1
Ryan Moraes,umonteiro@da.com,,1973/08/21,2521.74,null,false
Enzo da Conceição,joao-miguel42@yahoo.com.br,,1987-05-05,2720.52,175,yes
ana júlia monteiro,pietroda-costa@lopes.com,48,1984-02-09,R$ 726.56,942,yes
Lavínia Rezende,hrodrigues@hotmail.com,,31-02-2023,"535,14",,1
Brenda Almeida,rodriguesenzo@fogaca.com,,1962/11/06,2855.1,null,não
Dr. Theo Lima,rebeca66@rezende.com,33,2024-06-25,3286.64,null,1
Sophie Martins,luizalopes@costa.br,,20/04/1941,2223.21,385,sim
raquel das neves,mariarodrigues@uol.com.br,,28/01/1953,"464,69",470,sim
luana fernandes,maria-julia69@silva.br,32,31-02-2023,"883,41",428-L,true
srta. kamilly da paz,joao-miguel53@bol.com.br,,1972-06-08,R$ 639.21,,yes
Juan Oliveira,salesemanuella@yahoo.com.br,,1936/10/31,"964,37",633-Z,false
paulo farias,gnunes@yahoo.com.br,,14/04/1977,R$ 562.65,,yes
joão felipe teixeira,email_invalido@.com,35,1973-09-02,R$ 281.99,null,0
ian silveira,barbosajoao-gabriel@gmail.com,,1946/07/27,876.5,814,
ana júlia almeida,raulda-mota@hotmail.com,,1975-09-20,R$ 853.21,,no
THOMAS BARBOSA,qaragao@fogaca.net,,31-02-2023,3705.13,955-V,1
MARINA CARDOSO,beatriz60@bol.com.br,,31-02-2023,R$ 337.8,369-V,0
STELLA MOURA,enzo50@nunes.net,,26/04/1939,R$ 524.84,null,1
PEDRO HENRIQUE BARROS,isabella56@bol.com.br,48,2016-04-17,"114,62",null,false
Luiz Otávio Caldeira,rfogaca@hotmail.com,,31-02-2023,3261.18,155-X,false
isabella pinto,zcunha@da.org,,16/03/1946,R$ 318.54,682-C,false
diego pinto,luiza09@peixoto.br,,12/08/1958,8425.37,286-X,true
Isabel Da Rocha,da-cruzalexandre@santos.org,,1975-06-02,"33,88",,
ANA SOPHIA SOUZA,gabriellycampos@ig.com.br,,29/01/1951,8215.14,984-R,sim
juliana peixoto,ribeiroana-julia@gmail.com,68,1955/04/26,R$ 279.7,,0
PEDRO LUCAS RIBEIRO,ana-vitoriacastro@da.com,42,1994-04-27,516.95,214-M,false
LUCCA RODRIGUES,cunhaisaac@viana.net,,1985/07/01,6979.97,null,false
FERNANDO CUNHA,muriloda-rocha@rezende.br,,11/06/1967,"387,68",null,no
DR. ANTHONY CAMPOS,kevin87@gmail.com,21,1947/03/10,"657,32",177-D,1
Yasmin Viana,juanmoraes@uol.com.br,66,05/07/1956,"393,78",843-G,1
Sr. Juan Martins,biancada-cruz@uol.com.br,,1978/04/21,3807.8,null,false
Gustavo Da Conceição,email_invalido@.com,,26/06/1960,7852.9,440,
sra. ana beatriz mendes,marianaaraujo@bol.com.br,,1972-03-24,6709.2,null,0
otávio rodrigues,clarice62@rocha.br,,12/08/1963,8812.18,522,yes
GUILHERME MENDES,xda-conceicao@uol.com.br,20,1985-12-03,"934,60",506,sim
maria julia fogaça,clariceda-costa@yahoo.com.br,67,2022-10-28,R$ 22.47,205-I,1
Miguel Melo,ana-laura75@yahoo.com.br,,31-02-2023,8854.59,698,sim
dr. luiz fernando lima,benicio25@yahoo.com.br,,1963/03/10,6660.36,829,
Mariana Oliveira,luana24@uol.com.br,,31-02-2023,2463.0,null,true
Diego Campos,zcavalcanti@rezende.org,36,2005-02-08,8393.33,472,1
Sra. Heloísa da Cunha,bmelo@uol.com.br,,04/04/1965,R$ 21.26,,no
Lucas Gabriel Silva,email_invalido@.com,,31-02-2023,"566,75",,
DR. GUILHERME NOVAES,oferreira@gmail.com,,1989-10-30,R$ 890.37,,
KAIQUE NOGUEIRA,teixeirafernando@hotmail.com,,1940/11/04,R$ 285.23,120-S,sim
JULIANA RODRIGUES,email_invalido@.com,,1996/08/04,"708,23",177-F,false
rebeca azevedo,novaesmarcelo@bol.com.br,,08/09/1942,1010.12,321-C,
thiago da rosa,diegovieira@nunes.net,63,31-02-2023,R$ 280.57,929-O,no
SOFIA BARBOSA,qmoura@gmail.com,,31-02-2023,"534,94",null,false
Gabrielly Monteiro,laisaragao@gmail.com,,23/11/1997,9674.64,,false
fernando da mota,sophie65@cardoso.br,45,1938/07/03,"576,56",748-L,sim
Stella Da Cruz,da-luzsophie@yahoo.com.br,34,1993-09-06,1690.43,,true
CARLOS EDUARDO DIAS,zcampos@hotmail.com,,1985/03/16,R$ 418.65,114,não
Paulo Da Conceição,duarteemanuelly@azevedo.com,38,31-02-2023,2249.9,200-R,1
MARIANE MOURA,email_invalido@.com,18,21/12/2001,"793,71",813-Y,
letícia da cunha,sfreitas@silva.org,51,1972-03-26,R$ 564.69,null,true
SR. VITOR LOPES,mendesdavi-lucca@da.net,,11/05/2000,4579.13,null,
ana sophia da mata,enzo-gabriel30@rodrigues.com,,1995-03-01,R$ 476.76,962,0
Vitor Hugo Vieira,juliacardoso@martins.net,,01/10/1997,7346.99,null,
amanda da paz,nunesalicia@viana.com,66,18/07/1986,R$ 203.63,,não
gabrielly barbosa,sophiearagao@monteiro.br,,2015-06-11,898.95,500-H,true
Nina Azevedo,mmoura@rezende.org,,03/11/1968,R$ 950.52,510-T,false
kamilly da costa,ferreiraana-livia@araujo.net,36,30/12/1945,1592.97,167-Y,não
Sra. Ana Lívia Rocha,mpeixoto@gomes.br,,1983/05/14,R$ 50.77,null,não
BERNARDO CORREIA,sfarias@gmail.com,,11/06/2000,"987,75",913-Z,no
STEPHANY CORREIA,thiago15@moura.com,,31-02-2023,"190,26",640-A,false
SRA. VITÓRIA VIANA,gustavo49@hotmail.com,,09/12/1950,9329.53,461,0
MARIA CECÍLIA MORAES,da-luztheo@mendes.org,,31-02-2023,2462.76,784,
Raquel Fernandes,theobarros@gmail.com,,31-02-2023,"956,83",,false
Ana Laura Sales,dda-mota@gmail.com,,22/10/1973,R$ 56.66,,
João Pedro da Rosa,lavinia57@da.org,,1997-07-10,"565,89",827-F,1
Vitória Moraes,pedro64@da.com,,09/09/1963,9802.49,727,não
Srta. Natália Viana,jviana@yahoo.com.br,,1980/10/19,5210.56,,0
ENZO GABRIEL DA LUZ,pedro-henriquebarbosa@da.com,,1978/10/06,"672,46",null,no
Pietro Silveira,leonardojesus@da.net,,1999/08/18,R$ 927.99,476,true
ALANA RIBEIRO,rodriguesmatheus@almeida.net,,15/11/1972,1590.46,807-K,não
STEPHANY FERNANDES,maria-aliceda-luz@hotmail.com,30,09/10/2006,R$ 670.22,383,no
sra. sarah moreira,ngoncalves@ig.com.br,61,31-02-2023,"623,47",753-J,
Sarah Almeida,dmendes@aragao.br,,2007-02-21,4887.89,830,false
MARIA ALICE PEIXOTO,lfreitas@pires.org,31,31-02-2023,R$ 566.7,,sim
Dra. Alexia Melo,das-nevesluigi@uol.com.br,20,31-02-2023,"246,24",,yes
Carlos Eduardo Porto,maite12@da.com,,1943/07/06,4999.58,,yes
Laís Duarte,caue05@yahoo.com.br,,09/03/1989,1546.72,986,
BENÍCIO NUNES,ana-laura46@lima.net,,2023-11-02,37.8,,1
EVELYN CORREIA,mouraana-julia@ig.com.br,,1999-02-07,4167.6,,não
Lívia Monteiro,livia53@moura.com,45,31-02-2023,4613.13,null,
EMANUEL RODRIGUES,emanuella01@bol.com.br,,12/08/2001,R$ 851.24,,não
Luiz Henrique Cardoso,bruno07@bol.com.br,,25/04/1992,9428.77,818,yes
Luana Azevedo,vianaluiz-fernando@pires.br,44,31-02-2023,R$ 74.89,null,sim
BEATRIZ CARDOSO,kevin32@freitas.org,34,27/12/1986,"120,53",null,1
sr. paulo freitas,jda-cunha@mendes.com,38,1942/07/07,4593.6,null,0
davi nunes,nmoreira@gmail.com,,31-02-2023,"24,29",654-B,true
ALANA VIEIRA,almeidaana-beatriz@bol.com.br,33,1999/04/08,R$ 210.54,682-L,não
Dr. Lucca da Rosa,isouza@yahoo.com.br,,21/10/1971,R$ 736.24,329,no
ANA LAURA DA MOTA,igor45@pires.net,42,14/07/1962,R$ 611.23,641-Q,sim
Dr. Luiz Otávio Porto,renan87@gmail.com,,1948/11/15,R$ 680.82,null,
lucca moreira,nunesana-laura@hotmail.com,24,29/01/1947,R$ 229.21,128,não
DRA. OLIVIA DUARTE,joana53@silveira.com,,1954/02/25,"749,58",484,
joão guilherme cavalcanti,kaiqueda-cruz@bol.com.br,27,30/07/1966,8037.31,926-H,não
Srta. Isabella Da Mata,eduardo76@cardoso.com,,1946/05/13,"235,25",null,1
BRUNO RODRIGUES,ana-liviapereira@ferreira.br,,31-02-2023,9742.93,393-B,não
srta. daniela da conceição,rochaclara@gmail.com,,29/09/1961,"125,38",null,true
sr. luigi da rosa,gcarvalho@santos.com,30,1942/04/14,R$ 366.75,367-Q,false
Lorena Duarte,rafaelacampos@yahoo.com.br,,07/05/2002,1433.54,364,yes
MATHEUS NUNES,qmelo@rezende.br,,10/08/1965,"499,82",,yes
Luna Da Cunha,diego27@martins.com,55,1981/05/23,"937,18",358-K,false
NINA ALMEIDA,email_invalido@.com,22,1977-02-09,2236.79,605,true
augusto da cruz,mendesian@gmail.com,50,1992-09-09,"803,5",null,yes
daniela da rocha,email_invalido@.com,,20/07/1951,"202,25",315,não
yago ribeiro,aragaojoao@yahoo.com.br,,31-02-2023,5578.67,624-P,true
Cauê Rocha,email_invalido@.com,,1979-12-14,"694,26",316,no
Larissa Da Cruz,araujomaite@gmail.com,,31-02-2023,R$ 236.58,,yes
Natália Correia,santosrenan@gmail.com,,02/11/1953,1076.96,810,true
Danilo Duarte,ana-carolinanogueira@bol.com.br,,28/05/1951,"628,50",,sim
isadora pires,arthurviana@duarte.com,,1952/10/19,R$ 329.75,861-V,sim
Danilo Melo,da-rosamurilo@novaes.br,36,1943/04/27,8444.83,805,não
Emanuelly Dias,nuneshenrique@uol.com.br,22,31-02-2023,R$ 949.75,,0
YAGO NOGUEIRA,carvalhojuan@hotmail.com,50,01/04/1947,8821.0,,1
manuela lopes,ceciliada-rocha@hotmail.com,,2020-08-22,"20,18",,não
Evelyn Ferreira,davi-luiz41@yahoo.com.br,,1987-04-30,"220,85",,false
joana mendes,vitoriacunha@ramos.br,,1962/07/09,"871,94",242,no
LUIZA PEREIRA,agatha06@lopes.br,,31-02-2023,"39,20",405,yes
Felipe Viana,renan39@sales.br,,1985-06-21,"763,72",943,
RAUL PEIXOTO,ida-rocha@duarte.br,,1972-01-03,1533.35,null,false
Otávio Ribeiro,duartevitoria@gmail.com,52,2006-11-12,5722.83,,não
Thomas Campos,gcardoso@bol.com.br,70,1940/03/27,"897,15",582-W,1
ANA VITÓRIA FREITAS,laura36@uol.com.br,48,1954/05/31,4618.65,214-R,true
Davi Luiz Cardoso,portoana-carolina@mendes.br,31,1979-12-14,12.94,196,no
SAMUEL LOPES,email_invalido@.com,,16/05/1950,"495,63",601-J,1
Kamilly Viana,email_invalido@.com,29,31-02-2023,"939,39",419,yes
cauê ferreira,mcardoso@fernandes.com,,2003/06/21,R$ 285.1,,1
ana julia lima,silveirabenjamin@gmail.com,66,31-02-2023,4748.27,null,true
thomas monteiro,stella58@uol.com.br,,19/11/1997,4748.35,,não
gustavo lopes,sophia31@bol.com.br,,19/04/1986,"606,89",,yes
paulo correia,oliveiracamila@ig.com.br,,1978/12/24,4053.5,null,não
lavínia da rocha,email_invalido@.com,47,1991-12-04,"665,16",825,true
Davi Lucas Da Cunha,qfreitas@moreira.com,,1971/06/08,R$ 355.29,null,true
fernanda da costa,matheussouza@nascimento.br,,31/08/1937,"314,86",327-Q,no
raul nogueira,brenda77@ig.com.br,,2015-08-28,R$ 388.8,601-J,
MARIA SOPHIA CASTRO,melohenrique@bol.com.br,,31-02-2023,R$ 15.5,null,não
Evelyn Santos,ana-carolina70@jesus.net,,1956/05/01,R$ 846.57,,não
Igor Costa,felipe36@bol.com.br,,31-02-2023,"311,2",531,0
Srta. Caroline Santos,sophierodrigues@hotmail.com,25,31-02-2023,2931.6,389-R,no
CLARA OLIVEIRA,ada-mata@uol.com.br,,2006/07/29,8733.84,null,true
Sra. Lívia Pires,isadora31@ramos.br,27,1934/09/13,3738.95,625,false
João Pedro Da Cunha,hmartins@novaes.br,,1981/05/24,1289.39,377-H,yes
caio freitas,rodriguessophia@porto.com,,17/01/1948,6478.21,,false
Erick Alves,vitor-gabrielnunes@novaes.br,,1985-12-11,"575,55",,yes
Benjamin Pires,castronathan@ig.com.br,,26/08/2003,"388,33",417,1
kevin da cruz,enzo-gabrielaraujo@uol.com.br,64,1947/06/27,3473.9,977,sim
Nina Costa,manuelaaraujo@da.net,,1997/03/13,6927.8,null,true
PEDRO MIGUEL DA MOTA,juanmelo@santos.br,48,1975/09/05,1704.13,,yes
larissa cardoso,oliviarezende@aragao.com,,2004-11-09,R$ 974.6,,no
Benício Novaes,xmoura@sales.com,,1945/03/06,R$ 813.0,213,false
Evelyn Monteiro,sabrina21@yahoo.com.br,,31-02-2023,7828.1,979,no
maria clara rocha,emendes@duarte.br,63,1985/01/07,9731.16,,sim
DR. LUIZ GUSTAVO ALVES,thalesribeiro@gmail.com,,14/01/1936,3505.6,291,false
Dr. Breno Dias,alvesdavi-luiz@hotmail.com,55,1988-08-14,"861,0",null,não
Maria Eduarda Campos,ryancunha@ig.com.br,,23/06/1995,R$ 396.12,208-P,no
EVELYN DA PAZ,msilva@uol.com.br,,2008-03-22,"144,24",null,1
sra. maria alice silva,heitor58@pereira.com,,1990-09-11,R$ 644.17,null,sim
paulo santos,sda-mata@alves.org,,31-02-2023,R$ 5.77,,true
Dr. Diego Jesus,alana24@santos.br,,09/05/1959,R$ 908.47,646,1
Davi Gomes,samuel47@hotmail.com,,31-02-2023,R$ 516.26,,
Emanuelly Moura,hporto@ig.com.br,,1985/10/01,"657,22",956-G,sim
LAÍS DIAS,fogacapedro-miguel@nogueira.net,,1976/12/15,5975.4,,true
Fernando Freitas,calebepereira@gmail.com,30,1996/06/01,"993,95",839,true
DR. OTÁVIO CORREIA,azevedocaua@da.org,,1934/10/19,8455.14,813-I,no
Maria Vitória Peixoto,cavalcanticaio@yahoo.com.br,,10/05/1941,R$ 363.12,162-F,0
Luiz Otávio Moraes,email_invalido@.com,,1999-03-27,"504,0",936-L,yes
Davi Luiz Novaes,email_invalido@.com,38,1968/11/20,475.74,null,sim
LUIZ HENRIQUE PEREIRA,mda-conceicao@barbosa.org,68,31-02-2023,5693.2,442,sim
Renan Rezende,email_invalido@.com,70,1971-10-14,"93,44",185-K,yes
sr. joão da cunha,saragao@gmail.com,,2023-10-29,R$ 367.23,560,não
nina rodrigues,bryanduarte@teixeira.br,61,1952/11/01,8739.42,null,0
Sr. Bryan Barros,email_invalido@.com,41,31-02-2023,3806.26,665-O,0
evelyn nogueira,nataliapereira@bol.com.br,,22/01/1945,R$ 22.68,,0
eduarda silveira,rodriguesjoana@gmail.com,,26/08/1974,R$ 222.2,629-R,sim
dra. marina carvalho,ribeiroagatha@costela.com,,1997-06-03,R$ 32.75,153-K,não
LUIZ GUSTAVO RODRIGUES,da-motagabriela@uol.com.br,,11/11/1935,R$ 230.52,397,yes
JOÃO VITOR DA ROSA,ynunes@ig.com.br,,25/07/1951,"369,97",,no
Luiz Otávio Ferreira,email_invalido@.com,,31-02-2023,"448,86",null,não
Pietra Nascimento,maria-eduarda80@ig.com.br,,2016-11-11,1184.31,null,yes
Cauã Correia,ribeirocaue@yahoo.com.br,,1976/11/05,"361,72",,no
Gustavo Cunha,luiz-fernando92@ramos.br,,1975/07/16,8443.11,990,1
breno da luz,rochapedro-miguel@rodrigues.com,,31-02-2023,6821.32,null,1
Marcelo Viana,marceladas-neves@bol.com.br,55,04/11/1980,6338.12,null,no
CLARICE DA ROSA,vitornunes@uol.com.br,,1970-10-09,"191,14",860-M,no
Cecília Viana,email_invalido@.com,,1985-05-30,"730,4",null,
NINA CALDEIRA,da-cunhadaniela@yahoo.com.br,,31-02-2023,R$ 488.52,889-E,true
Sarah Jesus,maria-claramoura@aragao.com,,1955/01/28,"324,20",,0
joão vitor araújo,brunoribeiro@ig.com.br,,1975-03-05,7566.3,623-B,yes
gustavo henrique monteiro,stellada-mota@ramos.com,58,2010-08-26,4128.6,427-F,1
pietro campos,enzo57@rezende.br,32,31-02-2023,3014.76,,false
JOÃO MIGUEL MONTEIRO,jfogaca@yahoo.com.br,,2001/06/30,"312,33",168,
ryan caldeira,ncardoso@gmail.com,56,31-02-2023,6910.81,750-P,
LUANA SILVA,daniela73@uol.com.br,39,31-02-2023,2675.58,null,
Henrique Nunes,ferreiramarina@yahoo.com.br,,1983-09-27,R$ 444.48,489,sim
sr. joão lucas souza,pietra10@da.br,,2001-05-20,R$ 711.63,,sim
benício araújo,pedro-henrique75@bol.com.br,,2008-03-04,2799.11,136,sim
CAUÊ CARDOSO,email_invalido@.com,49,1955/05/27,7838.82,null,
Emanuella Barbosa,yda-mota@ig.com.br,69,16/03/1998,1855.2,956-Z,sim
Thales Correia,nrocha@teixeira.br,,08/11/1945,R$ 744.64,,não
ana julia dias,salesbenjamin@peixoto.com,67,1953/05/24,R$ 624.33,null,yes
evelyn lopes,limaraul@das.com,,17/12/1963,R$ 156.39,352-B,não
Luna Ramos,tda-costa@martins.net,,26/11/1983,4385.5,456,yes
alícia nascimento,email_invalido@.com,20,2008-05-23,R$ 449.19,641-Q,true
dra. lavínia da costa,tfarias@silveira.com,,05/10/1940,"143,82",null,false
Davi Lucca Cavalcanti,ksales@fogaca.com,,31-02-2023,"782,53",520-I,
Luna Das Neves,monteirokamilly@ig.com.br,,1986/07/25,"402,24",null,não
Lucas Azevedo,woliveira@da.com,35,18/07/1996,4459.25,217,yes
Francisco Campos,joao-gabriel88@uol.com.br,35,08/06/1934,R$ 952.75,,yes
Breno Da Luz,alexandre17@castro.com,,2008-11-26,R$ 387.18,812-N,
Bruna da Conceição,nathan11@yahoo.com.br,,31-02-2023,"406,59",275-M,sim
sra. maria teixeira,enzo-gabrielferreira@alves.com,,1976-11-01,7411.21,,não
MANUELA MOREIRA,salesluana@duarte.org,,1971-06-17,R$ 867.2,null,não
Cauê Ferreira,luiz-miguel42@gmail.com,,31-02-2023,"198,94",247-V,false
VITOR VIEIRA,marina65@uol.com.br,19,31-02-2023,"493,81",,0
evelyn ramos,costelajoao-felipe@ig.com.br,32,1935/03/01,8738.1,,true
MARIA ALICE DA LUZ,qda-rocha@yahoo.com.br,,31-02-2023,"275,88",276,true
Catarina Moraes,email_invalido@.com,61,2001-05-23,"343,45",null,sim
olivia souza,ana-sophiacostela@fernandes.com,,22/04/1990,4257.45,152-A,1
Renan Da Cunha,maysarocha@hotmail.com,20,1983-12-27,1724.8,467-S,false
Maitê Nogueira,isaaccarvalho@ig.com.br,,03/02/2001,R$ 274.88,,0
YURI BARROS,gcorreia@hotmail.com,58,1981-05-03,"831,63",575,yes
isis costa,melissa26@farias.com,,24/05/1973,"963,22",333-E,não
CALEBE ALVES,thomas61@ig.com.br,,1990-06-25,R$ 312.29,684-N,
ANA LOPES,bdias@yahoo.com.br,,04/12/2000,R$ 313.6,null,sim
juan rocha,eda-cruz@yahoo.com.br,25,31-02-2023,"601,63",,
Isabel Nascimento,diasbianca@da.com,,09/09/1939,6496.7,,
SARAH CARDOSO,luigimoraes@bol.com.br,52,1989/03/17,"304,63",null,yes
